100,1257894000000000000
101,1257894060000000000
102,1257894120000000000
103,1257894180000000000
104,1257894240000000000
105,1257894300000000000
106,1257894360000000000
107,1257894420000000000
108,1257894480000000000
109,1257894540000000000
110,1257894600000000000
111,1257894660000000000
112,1257894720000000000
113,1257894780000000000
114,1257894840000000000
115,1257894900000000000
116,1257894960000000000
117,1257895020000000000
118,1257895080000000000
119,1257895140000000000
120,1257895200000000000
121,1257895260000000000
122,1257895320000000000
123,1257895380000000000
124,1257895440000000000
125,1257895500000000000
126,1257895560000000000
127,1257895620000000000
128,1257895680000000000
129,1257895740000000000
130,1257895800000000000
131,1257895860000000000
132,1257895920000000000
133,1257895980000000000
134,1257896040000000000
135,1257896100000000000
136,1257896160000000000
137,1257896220000000000
138,1257896280000000000
139,1257896340000000000
140,1257896400000000000
141,1257896460000000000
142,1257896520000000000
143,1257896580000000000
144,1257896640000000000
145,1257896700000000000
146,1257896760000000000
147,1257896820000000000
148,1257896880000000000
149,1257896940000000000
150,1257897000000000000
151,1257897060000000000
152,1257897120000000000
153,1257897180000000000
154,1257897240000000000
155,1257897300000000000
156,1257897360000000000
157,1257897420000000000
158,1257897480000000000
159,1257897540000000000
160,1257897600000000000
161,1257897660000000000
162,1257897720000000000
163,1257897780000000000
164,1257897840000000000
165,1257897900000000000
166,1257897960000000000
167,1257898020000000000
168,1257898080000000000
169,1257898140000000000
170,1257898200000000000
171,1257898260000000000
172,1257898320000000000
173,1257898380000000000
174,1257898440000000000
175,1257898500000000000
176,1257898560000000000
177,1257898620000000000
178,1257898680000000000
179,1257898740000000000
180,1257898800000000000
181,1257898860000000000
182,1257898920000000000
183,1257898980000000000
184,1257899040000000000
185,1257899100000000000
186,1257899160000000000
187,1257899220000000000
188,1257899280000000000
189,1257899340000000000
190,1257899400000000000
191,1257899460000000000
192,1257899520000000000
193,1257899580000000000
194,1257899640000000000
195,1257899700000000000
196,1257899760000000000
197,1257899820000000000
198,1257899880000000000
199,1257899940000000000
